Unnamed: 0,Newspaper Title,Issue Date,Page Number,City
3298,The Colorado Statesman,01-03-1914,7,"Denver, Colorado"
3299,The San Francisco Call,05-25-1911,16,"San Francisco, California"
3300,Arizona Republican,08-18-1918,6,"Phoenix, Arizona"
3301,The Pensacola Journal,06-28-1921,6,"Pensacola, Florida"
3302,Carson City Daily Appeal,08-19-1922,1,"Carson City, Nevada"
3303,The San Francisco Call,02-03-1911,14,"San Francisco, California"
3304,The San Francisco Call,06-02-1910,16,"San Francisco, California"
3305,The Pick And Drill,08-07-1897,7,"Prescott, Arizona"
3306,The Daily Alaska Empire,04-03-1928,5,"Juneau, Alaska"
3307,The Winslow Mail,06-29-1923,4,"Winslow, Arizona"
3308,The Coconino Sun,05-25-1901,4,"Flagstaff, Arizona"
3309,The San Francisco Call,09-15-1897,4,"San Francisco, California"
3310,New-York Tribune,07-04-1919,5,"New York, New York"
3311,Arizona Republican,05-18-1916,7,"Phoenix, Arizona"
3312,Mohave County Miner,01-31-1903,4,"Mineral Park, Arizona"
3313,Los Angeles Herald,03-27-1890,8,"Los Angeles, California"
3314,Arizona Republican,06-16-1901,3,"Phoenix, Arizona"
3315,The Bozeman Courier,04-01-1927,15,"Bozeman, Montana"
3316,Arizona Republican,10-22-1913,9,"Phoenix, Arizona"
3317,Los Angeles Herald,04-24-1910,25,"Los Angeles, California"
3318,Imperial Valley Press,02-12-1913,3,"El Centro, California"
3319,The San Francisco Call,04-10-1895,9,"San Francisco, California"
3320,The Herald,12-07-1893,2,"Los Angeles, California"
3321,The Herald,08-06-1896,5,"Los Angeles, California"
3322,Arizona Republican,06-22-1913,20,"Phoenix, Arizona"
3323,Los Angeles Herald,01-22-1891,7,"Los Angeles, California"
3324,The Ogden Standard-Examiner,06-20-1920,8,"Ogden, Utah"
3325,The San Francisco Call,05-21-1897,3,"San Francisco, California"
3326,The Weekly Corinthian,03-07-1901,2,"Corinth, Mississippi"
3327,Los Angeles Herald,03-19-1892,3,"Los Angeles, California"
3328,The North Platte Semi-Weekly Tribune,04-01-1913,5,"North Platte, Nebraska"
3329,The Herald,03-27-1896,2,"Los Angeles, California"
3330,Los Angeles Herald,09-29-1910,6,"Los Angeles, California"
3331,Imperial Valley Press,01-07-1913,3,"El Centro, California"
3332,Tonopah Daily Bonanza,01-12-1922,1,"Tonopah, Nevada"
3333,The Kevin Review,05-28-1925,2,"Kevin, Montana"
3334,Arizona Republican,07-12-1912,3,"Phoenix, Arizona"
3335,Seward Daily Gateway,09-15-1930,1,"Seward, Alaska"
3336,Mohave County Miner,08-31-1907,3,"Mineral Park, Arizona"
3337,The Oasis,03-05-1910,1,"Arizola', 'Benson', 'Nogales, Arizona"
3338,Douglas Daily International,11-16-1917,5,"Douglas, Arizona"
3339,The Border Vidette,11-29-1924,3,"Nogales, Arizona"
3340,The Herald,04-09-1895,5,"Los Angeles, California"
3341,Imperial Valley Press,02-21-1913,3,"El Centro, California"
3342,Arizona Republican,12-15-1902,2,"Phoenix, Arizona"
3343,Atlanta Georgian,05-12-1914,3,"Atlanta, Georgia"
3344,Los Angeles Herald,11-05-1910,6,"Los Angeles, California"
3345,Douglas Daily Dispatch,11-09-1926,4,"Douglas, Arizona"
3346,Douglas Daily Dispatch,07-27-1930,8,"Douglas, Arizona"
3347,Imperial Valley Press,06-13-1908,9,"El Centro, California"
3348,The San Francisco Call,03-24-1912,54,"San Francisco, California"
3349,The San Francisco Call,01-25-1911,14,"San Francisco, California"
3350,Imperial Valley Press,02-20-1929,2,"El Centro, California"
3351,Atlanta Georgian,05-12-1914,3,"Atlanta, Georgia"
3352,Bisbee Daily Review,06-08-1910,8,"Bisbee, Arizona"
3353,The Alaska Daily Empire,09-22-1920,5,"Juneau, Alaska"
3354,Evening Star,07-23-1926,13,"Washington, District Of Columbia"
3355,The New York Herald,09-14-1921,15,"New York, New York"
3356,New-York Tribune,04-06-1922,6,"New York, New York"
3357,Evening Star,07-12-1920,22,"Washington, District Of Columbia"
3358,The Record-Union,06-10-1899,3,"Sacramento, California"
3359,El Paso Herald,06-22-1920,1,"El Paso, Texas"
3360,The Hawaiian Star,07-24-1896,5,"Honolulu, Hawaii"
3361,Los Angeles Herald,10-17-1909,1,"Los Angeles, California"
3362,Bisbee Daily Review,05-05-1910,8,"Bisbee, Arizona"
3363,Evening Star,09-14-1928,33,"Washington, District Of Columbia"
3364,Imperial Valley Press,01-26-1920,6,"El Centro, California"
3365,Los Angeles Herald,05-05-1907,7,"Los Angeles, California"
3366,The Coconino Sun,04-30-1904,4,"Flagstaff, Arizona"
3367,Imperial Valley Press,08-09-1916,3,"El Centro, California"
3368,The Arizona Copper Camp,05-31-1919,4,"Ray, Arizona"
3369,The Snowflake Herald,08-13-1920,1,"Snowflake, Arizona"
3370,Imperial Valley Press,12-04-1930,6,"El Centro, California"
3371,The San Francisco Call,10-08-1912,20,"San Francisco, California"
3372,The Chickasha Daily Express,09-10-1902,2,"Chickasha, Oklahoma"
3373,The San Francisco Call,10-09-1912,22,"San Francisco, California"
3374,Capital Journal,12-23-1921,6,"Salem, Oregon"
3375,Los Angeles Herald,08-12-1910,6,"Los Angeles, California"
3376,Imperial Valley Press,01-08-1910,5,"El Centro, California"
3377,Arizona Daily Citizen,04-10-1901,2,"Tucson, Arizona"
3378,Imperial Valley Press,09-11-1913,3,"El Centro, California"
3379,Imperial Valley Press,09-05-1930,6,"El Centro, California"
3380,The San Francisco Call,02-22-1912,14,"San Francisco, California"
3381,Arizona Republican,02-03-1919,6,"Phoenix, Arizona"
3382,Los Angeles Herald,04-03-1890,6,"Los Angeles, California"
3383,Los Angeles Herald,12-08-1892,8,"Los Angeles, California"
3384,Los Angeles Herald,05-28-1910,6,"Los Angeles, California"
3385,Imperial Valley Press,11-09-1922,1,"El Centro, California"
3386,Los Angeles Herald,03-20-1907,10,"Los Angeles, California"
3387,Los Angeles Herald,04-05-1890,6,"Los Angeles, California"
3388,Los Angeles Herald,07-26-1910,6,"Los Angeles, California"
3389,The Ogden Standard-Examiner,09-30-1922,2,"Ogden, Utah"
3390,The News & Observer,02-07-1905,2,"Raleigh, North Carolina"
3391,The Argus,10-09-1897,1,"Holbrook, Arizona"
3392,The Herald,07-17-1898,9,"Los Angeles, California"
3393,Palisadian,07-04-1924,6,"Cliffside Park', 'Palisade, New Jersey"
3394,The Coconino Sun,10-07-1927,2,"Flagstaff, Arizona"
3395,Bonners Ferry Herald,03-06-1914,2,"Bonners Ferry, Idaho"
3396,The San Francisco Call,04-15-1900,19,"San Francisco, California"
3397,Los Angeles Herald,06-12-1910,39,"Los Angeles, California"
3398,Frostburg Mining Journal,10-30-1897,1,"Frostburg, Maryland"
3399,Imperial Valley Press,08-28-1913,3,"El Centro, California"
3400,Imperial Valley Press,01-14-1913,3,"El Centro, California"
3401,Randolph Enterprise,06-09-1927,2,"Beverly, West Virginia"
3402,The Washington Times,02-24-1930,3,"Washington, District Of Columbia"
3403,Daily Kennebec Journal,12-07-1900,7,"Augusta, Maine"
3404,Deming Graphic,05-27-1919,1,"Deming, New Mexico"
3405,Los Angeles Herald,06-29-1891,6,"Los Angeles, California"
3406,The San Francisco Call,09-29-1911,14,"San Francisco, California"
3407,The Birmingham Age-Herald,01-17-1921,6,"Birmingham, Alabama"
3408,The Hattiesburg News,05-31-1910,6,"Hattiesburg, Mississippi"
3409,Imperial Valley Press,01-04-1913,3,"El Centro, California"
3410,Imperial Valley Press,12-30-1912,3,"El Centro, California"
3411,The Daily Ardmoreite,05-01-1922,2,"Ardmore, Oklahoma"
3412,Los Angeles Herald,04-02-1907,10,"Los Angeles, California"
3413,The San Francisco Call,11-18-1900,26,"San Francisco, California"
3414,The Elkins Inter-Mountain,07-29-1921,1,"Elkins, West Virginia"
3415,The Pick And Drill,09-04-1897,2,"Prescott, Arizona"
3416,The Pick And Drill,09-25-1897,9,"Prescott, Arizona"
3417,The Pick And Drill,09-11-1897,2,"Prescott, Arizona"
3418,The Pick And Drill,09-18-1897,8,"Prescott, Arizona"
3419,The Coconino Sun,08-13-1920,12,"Flagstaff, Arizona"
3420,New Britain Herald,01-31-1924,10,"New Britain, Connecticut"
3421,The Topeka State Journal,09-11-1919,6,"Topeka, Kansas"
3422,New Britain Herald,06-26-1926,15,"New Britain, Connecticut"
3423,The Wichita Daily Eagle,03-01-1891,8,"Wichita, Kansas"
3424,The Wheeling Intelligencer,05-23-1918,11,"Wheeling, West Virginia"
3425,Abilene Weekly Reflector,07-06-1899,2,"Abilene, Kansas"
3426,The Topeka State Journal,12-19-1906,2,"Topeka, Kansas"
3427,The Bridgeport Times And Evening Farmer,09-22-1920,8,"Bridgeport, Connecticut"
3428,Waterbury Democrat,12-31-1900,3,"Waterbury, Connecticut"
3429,New Britain Herald,12-14-1928,41,"New Britain, Connecticut"
3430,The Lamar Register,08-08-1900,3,"Lamar, Colorado"
3431,The Newtown Bee,02-13-1903,1,"Newtown, Connecticut"
3432,The Indianapolis Times,06-29-1923,12,"Indianapolis, Indiana"
3433,The Wheeling Intelligencer,02-20-1917,9,"Wheeling, West Virginia"
3434,South Bend News-Times,06-27-1925,24,"South Bend, Indiana"
3435,The Salt Lake Tribune,11-11-1904,6,"Salt Lake City, Utah"
3436,Evening Star,12-23-1924,27,"Washington, District Of Columbia"
3437,The Washington Times,08-18-1923,2,"Washington, District Of Columbia"
3438,Ajo Copper News,11-03-1923,3,"Ajo, Arizona"
3439,Custer Weekly Chronicle,04-04-1914,3,"Custer, South Dakota"
3440,Imperial Valley Press,10-25-1913,7,"El Centro, California"
3441,The Montgomery Advertiser,06-20-1920,12,"Montgomery, Alabama"
3442,Los Angeles Herald,05-16-1910,11,"Los Angeles, California"
3443,Los Angeles Herald,08-13-1905,6,"Los Angeles, California"
3444,The Florence Daily Tribune,04-15-1901,2,"Florence, Colorado"
3445,Imperial Valley Press,01-16-1913,3,"El Centro, California"
3446,Douglas Daily Dispatch,10-02-1929,1,"Douglas, Arizona"
3447,Los Angeles Herald,12-01-1910,10,"Los Angeles, California"
3448,Arizona Republican,03-22-1918,6,"Phoenix, Arizona"
3449,Pine Bluff Daily Graphic,07-29-1920,1,"Pine Bluff, Arkansas"
3450,The Herald,07-26-1897,4,"Los Angeles, California"
3451,The Argus,09-25-1897,1,"Holbrook, Arizona"
3452,Douglas Daily Dispatch,03-06-1930,6,"Douglas, Arizona"
3453,The Coconino Sun,09-05-1924,14,"Flagstaff, Arizona"
3454,Los Angeles Herald,07-25-1910,9,"Los Angeles, California"
3455,The News Scimitar,04-05-1919,9,"Memphis, Tennessee"
3456,Los Angeles Herald,03-18-1907,9,"Los Angeles, California"
3457,Imperial Valley Press,07-02-1923,6,"El Centro, California"
3458,Bisbee Daily Review,03-18-1903,4,"Bisbee, Arizona"
3459,Evening Star,12-22-1912,8,"Washington, District Of Columbia"
3460,Evening Star,04-03-1923,23,"Washington, District Of Columbia"
3461,The Washington Times,01-26-1929,1,"Washington, District Of Columbia"
3462,Evening Star,04-14-1925,27,"Washington, District Of Columbia"
3463,Evening Star,12-05-1929,23,"Washington, District Of Columbia"
3464,Evening Star,06-27-1927,7,"Washington, District Of Columbia"
3465,Douglas Daily Dispatch,06-05-1927,6,"Douglas, Arizona"
3466,The San Francisco Call,05-04-1909,7,"San Francisco, California"
3467,The Copper Era And Morenci Leader,07-25-1913,4,"Clifton, Arizona"
3468,The Washington Herald,04-09-1920,9,"Washington, District Of Columbia"
3469,The San Francisco Call,08-24-1912,28,"San Francisco, California"
3470,The San Francisco Call,01-19-1912,16,"San Francisco, California"
3471,The San Francisco Call,07-21-1911,14,"San Francisco, California"
3472,The San Francisco Call,05-15-1913,16,"San Francisco, California"
3473,Mohave County Miner,05-02-1903,4,"Mineral Park, Arizona"
3474,Mohave County Miner,08-15-1903,4,"Mineral Park, Arizona"
3475,Mohave County Miner,08-29-1903,6,"Mineral Park, Arizona"
3476,Daily Arizona Silver Belt,05-01-1908,3,"Globe', 'Miami, Arizona"
3477,Arizona Republican,12-15-1918,6,"Phoenix, Arizona"
3478,Jerome News,09-22-1906,3,"Jerome, Arizona"
3479,Arizona Republican,06-18-1911,21,"Phoenix, Arizona"
3480,Los Angeles Herald,11-11-1910,13,"Los Angeles, California"
3481,Daily Independent,08-26-1895,3,"Elko, Nevada"
3482,Svenska Monitoren,08-17-1917,4,"Sioux City, Iowa"
3483,Arizona Republican,08-02-1912,2,"Phoenix, Arizona"
3484,Douglas Daily Dispatch,02-18-1930,10,"Douglas, Arizona"
3485,Los Angeles Herald,10-09-1910,27,"Los Angeles, California"
3486,Los Angeles Herald,06-27-1909,26,"Los Angeles, California"
3487,The Browning Review,08-31-1923,1,"Browning, Montana"
3488,The Daily Missoulian,05-19-1910,6,"Missoula, Montana"
3489,Imperial Valley Press,10-03-1913,7,"El Centro, California"
3490,Los Angeles Herald,01-10-1909,11,"Los Angeles, California"
3491,Arizona Republican,11-19-1909,2,"Phoenix, Arizona"
3492,Imperial Valley Press,04-22-1913,3,"El Centro, California"
3493,The Holbrook News,06-11-1909,7,"Holbrook, Arizona"
3494,The Pensacola Journal,08-07-1908,4,"Pensacola, Florida"
3495,The San Francisco Call,09-09-1910,14,"San Francisco, California"
3496,Los Angeles Herald,05-03-1907,4,"Los Angeles, California"
3497,Los Angeles Herald,05-04-1907,4,"Los Angeles, California"
3498,Imperial Valley Press,08-24-1920,4,"El Centro, California"
3499,Imperial Valley Press,01-08-1917,1,"El Centro, California"
3500,The Daily Sentinel,05-25-1910,7,"Grand Junction, Colorado"
3501,The Arizona Sentinel,12-10-1902,2,"Yuma', 'Arizona City, Arizona"
3502,Douglas Daily Dispatch,01-16-1930,5,"Douglas, Arizona"
3503,The Argus,08-13-1898,7,"Holbrook, Arizona"
3504,Deseret Evening News,04-19-1906,3,"Salt Lake City, Utah"
3505,The Wisconsin Tobacco Reporter,06-15-1900,3,"Edgerton, Wisconsin"
3506,The Washington Times,12-08-1925,26,"Washington, District Of Columbia"
3507,Los Angeles Herald,07-22-1890,5,"Los Angeles, California"
3508,Los Angeles Herald,09-03-1905,91,"Los Angeles, California"
3509,Omaha Daily Bee,04-10-1900,3,"Omaha, Nebraska"
3510,Kansas City Daily Journal,10-27-1895,7,"Kansas City, Missouri"
3511,Omaha Daily Bee,02-03-1913,7,"Omaha, Nebraska"
3512,Omaha Daily Bee,05-16-1905,11,"Omaha, Nebraska"
3513,Omaha Daily Bee,12-20-1914,31,"Omaha, Nebraska"
3514,Decorah Public Opinion,02-02-1916,4,"Decorah, Iowa"
3515,The Birmingham Age-Herald,05-10-1925,13,"Birmingham, Alabama"
3516,The San Francisco Call,04-21-1901,19,"San Francisco, California"
3517,Imperial Valley Press,10-23-1911,4,"El Centro, California"
3518,Los Angeles Herald,03-26-1907,10,"Los Angeles, California"
3519,Los Angeles Herald,05-19-1907,26,"Los Angeles, California"
3520,Douglas Daily Dispatch,07-09-1930,9,"Douglas, Arizona"
3521,The Dickenson County Herald,12-06-1928,3,"Clintwood, Virginia"
3522,Douglas Daily Dispatch,08-27-1930,3,"Douglas, Arizona"
3523,San Antonio Light,10-18-1925,21,"San Antonio, Texas"
3524,The Cordova Daily Times,01-28-1920,2,"Cordova, Alaska"
3525,Ajo Copper News,07-09-1921,3,"Ajo, Arizona"
3526,Evening Star,11-28-1922,13,"Washington, District Of Columbia"
3527,Evening Star,12-18-1921,28,"Washington, District Of Columbia"
3528,The Washington Times,08-15-1923,8,"Washington, District Of Columbia"
3529,The San Francisco Call,12-14-1900,6,"San Francisco, California"
3530,The San Francisco Call,08-06-1895,7,"San Francisco, California"
3531,The Montgomery Advertiser,05-01-1910,30,"Montgomery, Alabama"
3532,The Holbrook News,09-13-1912,5,"Holbrook, Arizona"
3533,Los Angeles Herald,06-06-1906,12,"Los Angeles, California"
3534,The San Francisco Call,02-09-1905,9,"San Francisco, California"
3535,The Hawaiian Gazette,06-25-1918,8,"Honolulu, Hawaii"
3536,Imperial Valley Press,08-10-1926,3,"El Centro, California"
3537,Tonopah Daily Bonanza,11-01-1921,1,"Tonopah, Nevada"
3538,The Churchill County Standard,02-18-1920,5,"Fallon, Nevada"
3539,The Watchman And Southron,05-28-1910,8,"Sumter, South Carolina"
3540,The Herald,02-25-1897,4,"Los Angeles, California"
3541,El Paso Herald,02-18-1915,9,"El Paso, Texas"
3542,Arizona Republican,07-03-1900,6,"Phoenix, Arizona"
3543,Los Angeles Herald,06-08-1906,3,"Los Angeles, California"
3544,Jerome Mining News,06-01-1901,3,"Jerome, Arizona"
3545,Mohave County Miner,06-13-1908,2,"Mineral Park, Arizona"
3546,Mohave County Miner,06-23-1900,3,"Mineral Park, Arizona"
3547,Los Angeles Herald,01-21-1905,7,"Los Angeles, California"
3548,The Arizona Sentinel,02-12-1902,3,"Yuma', 'Arizona City, Arizona"
3549,Seward Daily Gateway,08-19-1924,1,"Seward, Alaska"
3550,The Eagle,08-22-1894,4,"Silver City, New Mexico"
3551,Evening Star,07-19-1930,3,"Washington, District Of Columbia"
3552,The Coconino Sun,08-14-1925,15,"Flagstaff, Arizona"
3553,Seward Daily Gateway,05-23-1925,5,"Seward, Alaska"
3554,The Norfolk Weekly News-Journal,01-07-1910,5,"Norfolk, Nebraska"
3555,Los Angeles Herald,03-21-1891,6,"Los Angeles, California"
3556,Mesa Free Press,09-14-1900,2,"Mesa, Arizona"
3557,Arizona Republican,05-10-1902,6,"Phoenix, Arizona"
3558,The White Pine News,03-29-1907,4,"Ely, Nevada"
3559,The Lakeland Evening Telegram,08-17-1921,6,"Lakeland, Florida"
3560,The Scranton Tribune,08-04-1900,9,"Scranton, Pennsylvania"
3561,The Day Book,03-06-1912,2,"Chicago, Illinois"
3562,The Ocala Banner,08-09-1901,2,"Ocala, Florida"
3563,Arizona Republican,07-30-1911,9,"Phoenix, Arizona"
3564,The Coconino Sun,04-06-1901,1,"Flagstaff, Arizona"
3565,Imperial Valley Press,07-17-1930,4,"El Centro, California"
3566,Santa Fe Daily New Mexican,11-23-1896,1,"Santa Fe, New Mexico"
3567,Los Angeles Herald,07-18-1892,7,"Los Angeles, California"
3568,Los Angeles Herald,11-23-1909,6,"Los Angeles, California"
3569,Seward Daily Gateway,02-06-1925,6,"Seward, Alaska"
3570,The Morning Call,04-28-1890,6,"San Francisco, California"
3571,Arizona Republican,08-04-1908,5,"Phoenix, Arizona"
3572,Los Angeles Herald,05-29-1910,5,"Los Angeles, California"
3573,Imperial Valley Press,02-25-1913,3,"El Centro, California"
3574,Los Angeles Herald,02-12-1910,13,"Los Angeles, California"
3575,The Cordova Daily Times,05-06-1920,1,"Cordova, Alaska"
3576,Arizona Republican,11-16-1917,10,"Phoenix, Arizona"
3577,The Morning Tulsa Daily World,06-29-1921,12,"Tulsa, Oklahoma"
3578,Arizona Republican,12-29-1912,20,"Phoenix, Arizona"
3579,The Daily Star-Mirror,01-20-1913,1,"Moscow, Idaho"
3580,Mohave County Miner,08-01-1903,4,"Mineral Park, Arizona"
3581,The Alaska Daily Empire,11-28-1923,1,"Juneau, Alaska"
3582,The Daily Alaska Empire,06-21-1927,8,"Juneau, Alaska"
3583,Mohave County Miner,07-05-1902,3,"Mineral Park, Arizona"
3584,Douglas Daily Dispatch,10-02-1926,6,"Douglas, Arizona"
3585,Arizona Republican,07-03-1903,2,"Phoenix, Arizona"
3586,The Washington Times,03-13-1925,16,"Washington, District Of Columbia"
3587,Bisbee Daily Review,07-31-1906,2,"Bisbee, Arizona"
3588,The San Francisco Call,09-17-1912,18,"San Francisco, California"
3589,The San Francisco Call,05-14-1911,58,"San Francisco, California"
3590,The San Francisco Call,07-29-1911,14,"San Francisco, California"
3591,The San Francisco Call,03-19-1911,74,"San Francisco, California"
3592,The San Francisco Call,01-07-1913,16,"San Francisco, California"
3593,The San Francisco Call,01-17-1913,16,"San Francisco, California"
3594,The San Francisco Call,08-28-1910,53,"San Francisco, California"
3595,The San Francisco Call,10-22-1911,42,"San Francisco, California"
3596,The San Francisco Call,04-14-1912,58,"San Francisco, California"
3597,El Paso Herald,01-06-1911,11,"El Paso, Texas"
3598,Los Angeles Herald,07-23-1909,5,"Los Angeles, California"
3599,Imperial Valley Press,03-20-1912,1,"El Centro, California"
3600,Evening Star,04-16-1928,20,"Washington, District Of Columbia"
3601,Evening Star,10-04-1914,36,"Washington, District Of Columbia"
3602,The Harlem News,01-07-1916,2,"Harlem, Montana"
3603,The Daily Enterprise,07-24-1901,6,"Beaumont, Texas"
3604,El Paso Herald,07-24-1920,14,"El Paso, Texas"
3605,Imperial Valley Press,12-28-1923,4,"El Centro, California"
3606,Daily Capital Journal,06-03-1912,3,"Salem, Oregon"
